-0.0147376405	-0.002185079	-0.020391408	0.0032030756	-0.018968355	0.043768343	0.025271323	-0.08661745	-0.026962914	-0.0025373232	0.06874013	-0.009677352	-0.028374985	-0.036536515	-0.042613402	0.0068343575
-0.052149918	-0.02194219	-0.20162171	-0.12085223	-0.10800836	-0.071536705	-0.117005356	-0.15575416	-0.0928139	0.047843598	0.10577997	-0.08310982	0.049872443	-0.047871314	-0.13463466	-0.011069918
-0.123178095	0.05894179	-0.18222179	-0.14892605	-0.062017832	-0.07114317	-0.11959547	-0.18430004	-0.1894437	0.058891583	0.1999628	-0.21565291	0.09947657	-0.056739613	-0.20180954	-0.008334001
0.35547975	-0.28840014	0.56190723	0.36507928	0.38474718	0.26165608	0.469737	0.55585194	0.43700448	0.2171378	-0.48728016	0.3912777	0.17076162	0.26582128	0.52068007	0.18665838
0.004569275	-0.030037567	0.06447953	0.00967965	0.04214112	-0.016069466	0.083322816	0.05624175	0.012913203	0.04310958	-0.036429577	0.011417973	0.11540758	0.071753465	0.038388886	0.06184554
-0.029907802	0.02192351	-0.037314605	-0.023312846	-0.061787143	-0.112002105	-0.0360806	-0.016241208	-0.09851638	-0.08498648	0.08449435	-0.029915754	-0.054972645	-0.096570715	-0.0037632645	-0.09843786
0.35297126	-0.34619325	0.5039352	0.3646496	0.4225445	0.25823292	0.46446794	0.4890172	0.35185233	0.24007775	-0.46039608	0.44580022	0.23106904	0.32163295	0.44814408	0.20061988
-0.043805618	-0.010948746	-0.024411555	-0.06778366	-0.059865274	-0.08784724	-0.046505224	-0.03580502	-0.097358935	-0.024296833	0.10003366	-0.09979009	0.009063793	-0.090527035	-0.051451087	-0.069957726
0.27892274	-0.24032247	0.37036285	0.2667265	0.31488606	0.11457904	0.4402426	0.40058547	0.3261342	0.15105449	-0.3850223	0.3586525	0.1611811	0.18598448	0.36918563	0.114615224
-0.018220684	-0.012877456	-0.020559302	-0.042133693	-0.021027138	0.045805383	0.03087141	-0.062380884	0.0063172756	0.04928263	0.013396168	0.031679787	0.026043272	0.03831677	0.006119838	-0.0057687666
0.39238864	-0.38634786	0.52355343	0.4128615	0.3768203	0.2283285	0.46294004	0.49005243	0.3598132	0.28436333	-0.5213381	0.46791926	0.2446854	0.33532563	0.51350814	0.21805744
-0.023671458	-0.008086907	-0.1600849	-0.10589606	-0.06350714	0.011267936	-0.108704865	-0.061341908	-0.05987183	0.0110951215	0.083455846	-0.098662004	0.030784462	-0.05647162	-0.1333063	-0.006021212
0.2154332	-0.16584805	0.2650527	0.22663096	0.19730946	0.096964665	0.26073474	0.2547252	0.20532666	0.074527934	-0.26675868	0.20069407	0.047358397	0.0909766	0.2795766	0.1034664
-0.291384	0.21018827	-0.38736406	-0.31576395	-0.21628056	-0.15799	-0.3153381	-0.40282732	-0.3233811	-0.043935724	0.366625	-0.40486664	0.008422889	-0.23966439	-0.4208909	-0.1258056
-0.05721638	0.0055416655	-0.05493221	-0.029765079	-0.0733638	-0.0099918945	-0.046697818	0.03381272	-0.007064911	0.0024922465	0.056034267	0.01099224	0.03601066	-0.05988792	-0.016666185	0.027728315
0.051648617	-0.02687921	0.024658397	0.010458735	0.016457755	0.05731172	-0.010843299	0.041717093	0.039953552	-0.0090965545	-0.0014483158	0.030661296	0.040923804	0.04466244	0.0126168495	-0.009233104
-0.0573953	0.08957021	-0.02775754	-0.106303446	-0.09020695	-0.10470773	-0.09214056	-0.07899918	-0.086938635	-0.04876181	0.11779439	-0.10879539	-0.07375085	-0.08413793	-0.09036877	-0.04900767
